person_day_id,trip_id,mode,start_time,end_time,duration,preceding_purpose,following_purpose
30819_2022-12-16,0.0,walk,29849.0,31822.0,1973.0,home,education
30819_2022-12-16,1.0,walk,39911.0,40025.0,114.0,education,home
30819_2022-12-16,2.0,walk,63852.0,64015.0,163.0,home,shop
30819_2022-12-16,3.0,walk,64779.0,65388.0,609.0,shop,home
30819_2022-12-16,4.0,walk,69409.0,70111.0,702.0,home,other
30819_2022-12-16,5.0,walk,70494.0,71230.0,736.0,other,home
31100_2022-12-22,0.0,pt,39662.0,40201.0,539.0,home,other
31100_2022-12-22,1.0,pt,40588.0,41906.0,1318.0,other,shop
31100_2022-12-22,2.0,pt,43740.0,45449.0,1709.0,shop,home
31100_2022-12-22,3.0,bike,64369.0,64923.0,554.0,home,leisure
31100_2022-12-22,4.0,bike,79487.0,80231.0,744.0,leisure,home
30007_2022-11-07,0.0,pt,30279.0,32354.0,2075.0,home,education
30007_2022-11-07,1.0,walk,36300.0,36747.0,447.0,education,work
30007_2022-11-07,2.0,mpt,62237.0,63159.0,922.0,work,home
30327_2022-12-08,0.0,pt,21209.0,22921.0,1712.0,home,other
30327_2022-12-08,1.0,pt,25218.0,25709.0,491.0,other,other
30327_2022-12-08,2.0,pt,26037.0,27069.0,1032.0,other,home
30327_2022-12-08,3.0,walk,36275.0,46424.0,10149.0,home,home
30081_2022-12-01,0.0,mpt,45450.0,45762.0,312.0,work,other
30081_2022-12-01,1.0,mpt,46834.0,46894.0,60.0,other,other
30081_2022-12-01,2.0,mpt,47471.0,47679.0,208.0,other,other
30081_2022-12-01,3.0,mpt,48979.0,49353.0,374.0,other,work
30081_2022-12-01,4.0,walk,80370.0,80604.0,234.0,work,home
30505_2022-12-15,0.0,pt,40136.0,40900.0,764.0,home,other
30505_2022-12-15,1.0,pt,41480.0,42010.0,530.0,other,leisure
30505_2022-12-15,2.0,walk,53276.0,54565.0,1289.0,leisure,leisure
30505_2022-12-15,3.0,walk,54947.0,55169.0,222.0,leisure,leisure
30505_2022-12-15,4.0,pt,60335.0,61578.0,1243.0,leisure,home
30617_2022-10-28,0.0,pt,24044.0,26383.0,2339.0,home,work
30617_2022-10-28,1.0,pt,50392.0,51748.0,1356.0,work,home
30760_2022-11-20,0.0,walk,29762.0,30190.0,428.0,home,home
30760_2022-11-20,1.0,mpt,51315.0,56188.0,4873.0,home,leisure
30760_2022-11-20,2.0,pt,72393.0,74730.0,2337.0,leisure,home
31071_2022-11-09,0.0,walk,25529.0,26328.0,799.0,home,shop
31071_2022-11-09,1.0,walk,30041.0,30805.0,764.0,shop,home
31071_2022-11-09,2.0,walk,37340.0,37746.0,406.0,home,home
30593_2022-10-20,0.0,pt,16194.0,17388.0,1194.0,home,other
30593_2022-10-20,1.0,pt,17880.0,19649.0,1769.0,other,work
30593_2022-10-20,2.0,walk,40388.0,42828.0,2440.0,work,shop
30593_2022-10-20,3.0,walk,43220.0,43415.0,195.0,shop,shop
30593_2022-10-20,4.0,walk,44966.0,45360.0,394.0,shop,shop
30593_2022-10-20,5.0,pt,46046.0,46911.0,865.0,shop,home
30769_2022-11-04,0.0,mpt,46397.0,47148.0,751.0,home,home
30769_2022-11-04,1.0,mpt,57235.0,58056.0,821.0,home,leisure
30769_2022-11-04,2.0,mpt,60135.0,60654.0,519.0,leisure,shop
30769_2022-11-04,3.0,mpt,65311.0,65804.0,493.0,shop,home
30704_2022-11-09,0.0,walk,34612.0,37317.0,2705.0,home,home
31297_2022-07-29,0.0,mpt,32433.0,33399.0,966.0,home,home
31297_2022-07-29,1.0,walk,34147.0,34544.0,397.0,home,home
31297_2022-07-29,2.0,walk,35192.0,36446.0,1254.0,home,leisure
31297_2022-07-29,3.0,mpt,37140.0,37555.0,415.0,leisure,home
30358_2022-10-12,0.0,bike,34649.0,36215.0,1566.0,home,education
30358_2022-10-12,1.0,walk,40740.0,41108.0,368.0,education,leisure
30358_2022-10-12,2.0,walk,41478.0,42855.0,1377.0,leisure,other
30358_2022-10-12,3.0,bike,45756.0,46711.0,955.0,other,shop
30358_2022-10-12,4.0,bike,47459.0,47751.0,292.0,shop,shop
30358_2022-10-12,5.0,bike,48163.0,49486.0,1323.0,shop,home
30168_2022-09-04,0.0,mpt,20932.0,24847.0,3915.0,home,other
30168_2022-09-04,1.0,mpt,26231.0,45225.0,18994.0,other,home
30151_2022-08-25,0.0,pt,22496.0,24696.0,2200.0,home,other
30151_2022-08-25,1.0,pt,25390.0,32754.0,7364.0,other,education
30151_2022-08-25,2.0,walk,38129.0,38497.0,368.0,education,leisure
30151_2022-08-25,3.0,walk,39759.0,40306.0,547.0,leisure,education
30151_2022-08-25,4.0,pt,46317.0,49459.0,3142.0,education,home
31003_2022-12-22,0.0,mpt,26337.0,30000.0,3663.0,home,education
31003_2022-12-22,1.0,mpt,31794.0,32244.0,450.0,education,education
31003_2022-12-22,2.0,mpt,36062.0,36844.0,782.0,education,education
31003_2022-12-22,3.0,mpt,37221.0,37381.0,160.0,education,home
30704_2022-11-17,0.0,walk,35022.0,36125.0,1103.0,home,home
30704_2022-11-17,1.0,mpt,47167.0,47656.0,489.0,home,leisure
30704_2022-11-17,2.0,mpt,50076.0,50811.0,735.0,leisure,home
30385_2022-09-21,0.0,pt,38360.0,38861.0,501.0,home,other
30385_2022-09-21,1.0,pt,39194.0,40906.0,1712.0,other,leisure
30385_2022-09-21,2.0,walk,43997.0,44127.0,130.0,leisure,other
30385_2022-09-21,3.0,walk,44458.0,44539.0,81.0,other,other
30385_2022-09-21,4.0,walk,45888.0,46701.0,813.0,other,shop
30385_2022-09-21,5.0,walk,48583.0,49131.0,548.0,shop,other
30385_2022-09-21,6.0,pt,50321.0,53176.0,2855.0,other,home
30630_2022-11-24,0.0,walk,24677.0,28210.0,3533.0,home,home
30171_2022-12-11,0.0,mpt,40163.0,41444.0,1281.0,home,home
30171_2022-12-11,1.0,mpt,55864.0,57467.0,1603.0,home,home
30728_2022-11-29,0.0,mpt,47692.0,48380.0,688.0,home,other
30728_2022-11-29,1.0,mpt,48888.0,49613.0,725.0,other,education
30728_2022-11-29,2.0,mpt,50824.0,51187.0,363.0,education,home
30728_2022-11-29,3.0,mpt,60374.0,61198.0,824.0,home,home
30728_2022-11-29,4.0,pt,62030.0,62186.0,156.0,home,home
30728_2022-11-29,5.0,mpt,63636.0,63992.0,356.0,home,leisure
30728_2022-11-29,6.0,mpt,65538.0,66156.0,618.0,leisure,home
30728_2022-11-29,7.0,mpt,66617.0,67444.0,827.0,home,home
30083_2022-11-23,0.0,bike,42542.0,42922.0,380.0,home,education
30083_2022-11-23,1.0,bike,46298.0,46490.0,192.0,education,education
30083_2022-11-23,2.0,walk,56261.0,56361.0,100.0,education,leisure
30083_2022-11-23,3.0,pt,59875.0,61063.0,1188.0,leisure,home
30724_2022-10-19,0.0,pt,16005.0,16238.0,233.0,home,other
30724_2022-10-19,1.0,pt,16867.0,18551.0,1684.0,other,education
30724_2022-10-19,2.0,walk,37095.0,37342.0,247.0,education,leisure
30724_2022-10-19,3.0,walk,40000.0,40138.0,138.0,leisure,education
30724_2022-10-19,4.0,walk,47046.0,47119.0,73.0,education,education
30724_2022-10-19,5.0,pt,54299.0,58027.0,3728.0,education,home
30724_2022-10-19,6.0,walk,61076.0,61118.0,42.0,home,home
30724_2022-10-19,7.0,walk,61609.0,61807.0,198.0,home,home
30005_2022-11-11,0.0,pt,21054.0,27433.0,6379.0,home,work
30005_2022-11-11,1.0,pt,54863.0,55635.0,772.0,work,other
30005_2022-11-11,2.0,pt,56285.0,61653.0,5368.0,other,home
31055_2022-09-20,0.0,mpt,22378.0,23099.0,721.0,home,education
31055_2022-09-20,1.0,walk,29683.0,29745.0,62.0,education,education
31055_2022-09-20,2.0,mpt,33028.0,33719.0,691.0,education,home
30403_2022-11-25,0.0,mpt,21187.0,21787.0,600.0,home,education
30403_2022-11-25,1.0,walk,22332.0,22396.0,64.0,education,education
30403_2022-11-25,2.0,mpt,37553.0,38023.0,470.0,education,home
30403_2022-11-25,3.0,bike,55328.0,56228.0,900.0,home,shop
30403_2022-11-25,4.0,bike,57525.0,57822.0,297.0,shop,home
30403_2022-11-25,5.0,walk,77554.0,77627.0,73.0,home,home
31288_2022-12-05,0.0,mpt,56440.0,56797.0,357.0,home,leisure
31288_2022-12-05,1.0,mpt,60435.0,61015.0,580.0,leisure,home
30630_2022-11-17,0.0,walk,51226.0,56514.0,5288.0,home,home
30235_2022-11-17,0.0,walk,18973.0,19860.0,887.0,home,home
30235_2022-11-17,1.0,mpt,22159.0,23920.0,1761.0,home,work
30235_2022-11-17,2.0,mpt,59578.0,60778.0,1200.0,work,home
30372_2022-12-12,0.0,bike,27912.0,28271.0,359.0,home,other
30372_2022-12-12,1.0,bike,28957.0,29094.0,137.0,other,education
30372_2022-12-12,2.0,bike,39081.0,39519.0,438.0,education,home
30372_2022-12-12,3.0,bike,50718.0,50822.0,104.0,home,other
30372_2022-12-12,4.0,bike,51240.0,52561.0,1321.0,other,other
30372_2022-12-12,5.0,bike,53782.0,54072.0,290.0,other,home
30372_2022-12-12,6.0,mpt,60559.0,64965.0,4406.0,home,home
30339_2022-12-06,0.0,walk,42706.0,42960.0,254.0,home,home
30339_2022-12-06,1.0,pt,43325.0,44619.0,1294.0,home,leisure
30339_2022-12-06,2.0,pt,57469.0,60037.0,2568.0,leisure,home
30109_2022-12-08,0.0,bike,35714.0,36377.0,663.0,home,home
30109_2022-12-08,1.0,bike,44966.0,48753.0,3787.0,home,leisure
30109_2022-12-08,2.0,bike,50074.0,51374.0,1300.0,leisure,home
30865_2022-11-07,0.0,bike,30038.0,30602.0,564.0,home,shop
30865_2022-11-07,1.0,walk,31044.0,31340.0,296.0,shop,leisure
30865_2022-11-07,2.0,bike,36655.0,37080.0,425.0,leisure,home
30789_2022-08-20,0.0,walk,29657.0,32380.0,2723.0,home,home
30789_2022-08-20,1.0,bike,53787.0,54927.0,1140.0,home,shop
30789_2022-08-20,2.0,walk,56859.0,57659.0,800.0,shop,leisure
30789_2022-08-20,3.0,bike,67303.0,68469.0,1166.0,leisure,home
30808_2022-11-12,0.0,mpt,25339.0,26163.0,824.0,home,shop
30808_2022-11-12,1.0,mpt,27168.0,27781.0,613.0,shop,home
30808_2022-11-12,2.0,mpt,32689.0,32777.0,88.0,home,leisure
30808_2022-11-12,3.0,mpt,34736.0,35343.0,607.0,leisure,other
30808_2022-11-12,4.0,mpt,36168.0,36618.0,450.0,other,leisure
30808_2022-11-12,5.0,pt,42397.0,42628.0,231.0,leisure,home
30808_2022-11-12,6.0,mpt,43418.0,43568.0,150.0,home,home
30808_2022-11-12,7.0,mpt,54229.0,54328.0,99.0,home,leisure
30808_2022-11-12,8.0,mpt,58597.0,58707.0,110.0,leisure,home
30337_2022-10-23,0.0,bike,40902.0,41003.0,101.0,home,leisure
30337_2022-10-23,1.0,bike,46105.0,46243.0,138.0,leisure,home
30337_2022-10-23,2.0,walk,46931.0,46996.0,65.0,home,leisure
30337_2022-10-23,3.0,walk,55782.0,55809.0,27.0,leisure,home
30831_2022-08-12,0.0,pt,19112.0,19746.0,634.0,home,other
30831_2022-08-12,1.0,pt,20159.0,22621.0,2462.0,other,other
30831_2022-08-12,2.0,pt,23130.0,24682.0,1552.0,other,other
30831_2022-08-12,3.0,pt,25077.0,25707.0,630.0,other,education
30831_2022-08-12,4.0,pt,44469.0,46434.0,1965.0,education,home
30831_2022-08-12,5.0,pt,61564.0,63136.0,1572.0,home,leisure
30869_2022-11-22,0.0,mpt,28532.0,29410.0,878.0,home,home
30869_2022-11-22,1.0,mpt,36659.0,37095.0,436.0,home,shop
30869_2022-11-22,2.0,mpt,38297.0,38501.0,204.0,shop,home
30869_2022-11-22,3.0,mpt,45211.0,46090.0,879.0,home,leisure
30869_2022-11-22,4.0,mpt,49234.0,50025.0,791.0,leisure,home
30869_2022-11-22,5.0,mpt,53131.0,54820.0,1689.0,home,other
30869_2022-11-22,6.0,mpt,58772.0,59699.0,927.0,other,other
30869_2022-11-22,7.0,mpt,60504.0,62471.0,1967.0,other,home
30869_2022-11-22,8.0,mpt,66822.0,68408.0,1586.0,home,home
30948_2023-01-17,0.0,mpt,26776.0,27845.0,1069.0,home,education
30948_2023-01-17,1.0,mpt,43327.0,44465.0,1138.0,education,education
30948_2023-01-17,2.0,mpt,62904.0,63150.0,246.0,education,leisure
30948_2023-01-17,3.0,mpt,72582.0,73690.0,1108.0,leisure,home
30505_2023-01-03,0.0,pt,46329.0,47418.0,1089.0,home,shop
30505_2023-01-03,1.0,pt,48646.0,49296.0,650.0,shop,home
30505_2023-01-03,2.0,mpt,61550.0,62679.0,1129.0,home,home
30505_2023-01-03,3.0,mpt,74013.0,75080.0,1067.0,home,home
30706_2022-10-20,0.0,bike,20321.0,20595.0,274.0,home,education
30706_2022-10-20,1.0,walk,23499.0,24754.0,1255.0,education,other
30706_2022-10-20,2.0,pt,25545.0,26395.0,850.0,other,education
30706_2022-10-20,3.0,pt,32812.0,35796.0,2984.0,education,education
30706_2022-10-20,4.0,bike,36973.0,37153.0,180.0,education,other
30706_2022-10-20,5.0,mpt,37715.0,38585.0,870.0,other,leisure
30706_2022-10-20,6.0,mpt,40621.0,41420.0,799.0,leisure,home
30706_2022-10-20,7.0,mpt,42207.0,44284.0,2077.0,home,shop
30706_2022-10-20,8.0,mpt,48697.0,51805.0,3108.0,shop,home
31175_2022-08-29,0.0,walk,53216.0,55626.0,2410.0,home,home
30913_2022-11-11,0.0,mpt,42810.0,43588.0,778.0,home,other
30913_2022-11-11,1.0,mpt,44656.0,45668.0,1012.0,other,home
30167_2022-10-17,0.0,pt,16768.0,18701.0,1933.0,home,work
30167_2022-10-17,1.0,pt,55872.0,57674.0,1802.0,work,home
30724_2022-11-02,0.0,pt,22566.0,22925.0,359.0,home,other
30724_2022-11-02,1.0,pt,23400.0,26488.0,3088.0,other,education
30724_2022-11-02,2.0,walk,40288.0,40418.0,130.0,education,home
30724_2022-11-02,3.0,walk,42062.0,42706.0,644.0,home,education
30724_2022-11-02,4.0,pt,54578.0,55946.0,1368.0,education,other
30724_2022-11-02,5.0,pt,56328.0,58653.0,2325.0,other,home
31178_2022-09-01,0.0,mpt,32134.0,36391.0,4257.0,home,shop
31178_2022-09-01,1.0,mpt,36851.0,37001.0,150.0,shop,other
31178_2022-09-01,2.0,mpt,43782.0,45199.0,1417.0,other,home
31178_2022-09-01,3.0,mpt,53453.0,54063.0,610.0,home,leisure
31178_2022-09-01,4.0,mpt,55434.0,56302.0,868.0,leisure,leisure
31178_2022-09-01,5.0,mpt,68083.0,68603.0,520.0,leisure,home
31284_2022-09-13,0.0,mpt,53055.0,54441.0,1386.0,home,home
30385_2022-09-27,0.0,mpt,18675.0,19083.0,408.0,home,home
30385_2022-09-27,1.0,walk,22758.0,23166.0,408.0,home,other
30385_2022-09-27,2.0,mpt,23733.0,24571.0,838.0,other,home
30385_2022-09-27,3.0,mpt,32819.0,33463.0,644.0,home,home
30385_2022-09-27,4.0,mpt,41715.0,43173.0,1458.0,home,shop
30385_2022-09-27,5.0,mpt,45071.0,46570.0,1499.0,shop,home
30385_2022-09-27,6.0,mpt,47894.0,48135.0,241.0,home,home
30385_2022-09-27,7.0,mpt,49840.0,50193.0,353.0,home,other
30385_2022-09-27,8.0,pt,51381.0,51662.0,281.0,other,home
30728_2022-11-16,0.0,pt,36435.0,37026.0,591.0,home,home
30728_2022-11-16,1.0,walk,58678.0,60009.0,1331.0,home,other
30728_2022-11-16,2.0,mpt,61984.0,63050.0,1066.0,other,home
30728_2022-11-16,3.0,mpt,64997.0,65669.0,672.0,home,other
30728_2022-11-16,4.0,pt,66896.0,68624.0,1728.0,other,home
30064_2023-01-08,0.0,walk,27581.0,30900.0,3319.0,home,home
30064_2023-01-08,1.0,mpt,33935.0,34109.0,174.0,home,education
30064_2023-01-08,2.0,mpt,34829.0,35200.0,371.0,education,leisure
30064_2023-01-08,3.0,walk,43225.0,43788.0,563.0,leisure,home
31240_2022-12-27,0.0,walk,58443.0,59700.0,1257.0,home,shop
31240_2022-12-27,1.0,walk,60085.0,61259.0,1174.0,shop,home
30827_2022-12-04,0.0,walk,51068.0,51268.0,200.0,home,home
30827_2022-12-04,1.0,walk,53729.0,53758.0,29.0,home,home
30310_2022-09-22,0.0,mpt,30123.0,30352.0,229.0,home,home
30310_2022-09-22,1.0,mpt,51993.0,52946.0,953.0,home,home
31087_2022-08-22,0.0,walk,15210.0,15339.0,129.0,home,home
31087_2022-08-22,1.0,walk,19998.0,23822.0,3824.0,home,home
31087_2022-08-22,2.0,mpt,37582.0,45183.0,7601.0,home,home
31087_2022-08-22,3.0,walk,45852.0,45870.0,18.0,home,home
31087_2022-08-22,4.0,mpt,52900.0,53299.0,399.0,home,shop
31087_2022-08-22,5.0,mpt,53849.0,54565.0,716.0,shop,home
31087_2022-08-22,6.0,walk,59744.0,63151.0,3407.0,home,home
30915_2022-12-05,0.0,walk,36885.0,37109.0,224.0,home,other
30915_2022-12-05,1.0,walk,37459.0,38041.0,582.0,other,education
30915_2022-12-05,2.0,pt,41127.0,41467.0,340.0,education,leisure
30915_2022-12-05,3.0,pt,44057.0,45107.0,1050.0,leisure,home
30915_2022-12-05,4.0,walk,70440.0,71991.0,1551.0,home,home
30310_2022-09-29,0.0,mpt,32733.0,38555.0,5822.0,home,shop
30310_2022-09-29,1.0,mpt,38957.0,40244.0,1287.0,shop,other
30310_2022-09-29,2.0,mpt,40860.0,40930.0,70.0,other,education
30310_2022-09-29,3.0,mpt,48834.0,54136.0,5302.0,education,shop
30310_2022-09-29,4.0,mpt,55569.0,57237.0,1668.0,shop,other
30310_2022-09-29,5.0,mpt,58041.0,58294.0,253.0,other,leisure
30310_2022-09-29,6.0,mpt,65723.0,66580.0,857.0,leisure,home
30870_2023-01-04,0.0,walk,18745.0,19627.0,882.0,home,home
30870_2023-01-04,1.0,pt,22425.0,24828.0,2403.0,home,education
30870_2023-01-04,2.0,bike,40099.0,40679.0,580.0,education,home
30870_2023-01-04,3.0,walk,41220.0,41296.0,76.0,home,work
30870_2023-01-04,4.0,pt,61477.0,63739.0,2262.0,work,home
30358_2022-10-13,0.0,bike,37144.0,37646.0,502.0,home,education
30358_2022-10-13,1.0,bike,46587.0,47325.0,738.0,education,leisure
30358_2022-10-13,2.0,bike,50997.0,51874.0,877.0,leisure,home
31218_2022-10-03,0.0,mpt,53788.0,55255.0,1467.0,home,leisure
31218_2022-10-03,1.0,mpt,65356.0,69410.0,4054.0,leisure,home
30266_2022-12-15,0.0,pt,38203.0,39905.0,1702.0,home,home
30266_2022-12-15,1.0,pt,45885.0,46672.0,787.0,home,other
30266_2022-12-15,2.0,pt,47409.0,48166.0,757.0,other,other
30266_2022-12-15,3.0,pt,48667.0,50187.0,1520.0,other,home
30388_2022-12-15,0.0,pt,27014.0,29820.0,2806.0,home,work
30388_2022-12-15,1.0,walk,58873.0,59192.0,319.0,work,education
30388_2022-12-15,2.0,pt,59595.0,60378.0,783.0,education,home
30704_2022-11-28,0.0,walk,34102.0,36735.0,2633.0,home,home
30704_2022-11-28,1.0,walk,75847.0,76253.0,406.0,home,home
30444_2022-09-02,0.0,walk,63174.0,63259.0,85.0,home,home
31297_2022-08-04,0.0,mpt,30080.0,31369.0,1289.0,home,home
31297_2022-08-04,1.0,walk,31942.0,32562.0,620.0,home,home
31297_2022-08-04,2.0,walk,33092.0,34170.0,1078.0,home,leisure
31297_2022-08-04,3.0,mpt,35011.0,35611.0,600.0,leisure,home
31101_2022-11-08,0.0,walk,45894.0,48380.0,2486.0,home,shop
31101_2022-11-08,1.0,walk,49457.0,50002.0,545.0,shop,shop
31101_2022-11-08,2.0,walk,52019.0,53564.0,1545.0,shop,home
30053_2022-11-15,0.0,walk,51003.0,51151.0,148.0,home,other
30053_2022-11-15,1.0,walk,51633.0,51972.0,339.0,other,home
31087_2022-08-09,0.0,walk,19189.0,23652.0,4463.0,home,home
31087_2022-08-09,1.0,mpt,29461.0,30628.0,1167.0,home,shop
31087_2022-08-09,2.0,mpt,37716.0,38230.0,514.0,shop,home
31087_2022-08-09,3.0,mpt,38772.0,39661.0,889.0,home,home
31087_2022-08-09,4.0,walk,40040.0,41214.0,1174.0,home,home
31087_2022-08-09,5.0,walk,56016.0,56132.0,116.0,home,home
31087_2022-08-09,6.0,mpt,64614.0,65015.0,401.0,home,home
31087_2022-08-09,7.0,walk,70756.0,70814.0,58.0,home,home
30092_2022-11-21,0.0,mpt,31789.0,32163.0,374.0,home,home
30092_2022-11-21,1.0,mpt,57311.0,57501.0,190.0,home,other
30092_2022-11-21,2.0,other,57982.0,62271.0,4289.0,other,leisure
30092_2022-11-21,3.0,mpt,65296.0,66280.0,984.0,leisure,leisure
30092_2022-11-21,4.0,mpt,78982.0,81317.0,2335.0,leisure,home
30561_2022-11-09,0.0,mpt,63768.0,64547.0,779.0,home,leisure
30561_2022-11-09,1.0,mpt,77498.0,78421.0,923.0,leisure,home
30229_2022-09-28,0.0,pt,28166.0,28919.0,753.0,home,shop
30229_2022-09-28,1.0,walk,35332.0,35498.0,166.0,shop,leisure
30229_2022-09-28,2.0,pt,35983.0,37136.0,1153.0,leisure,shop
30229_2022-09-28,3.0,walk,38265.0,38746.0,481.0,shop,home
31163_2022-10-12,0.0,pt,16383.0,16439.0,56.0,home,other
31163_2022-10-12,1.0,pt,16836.0,18868.0,2032.0,other,work
31163_2022-10-12,2.0,walk,42959.0,43570.0,611.0,work,education
31163_2022-10-12,3.0,pt,52589.0,53620.0,1031.0,education,other
31163_2022-10-12,4.0,pt,54013.0,55505.0,1492.0,other,home
30089_2022-11-21,0.0,walk,27378.0,30759.0,3381.0,home,home
30089_2022-11-21,1.0,walk,55596.0,55650.0,54.0,home,home
30785_2022-11-15,0.0,pt,24035.0,24594.0,559.0,home,other
30785_2022-11-15,1.0,pt,25026.0,28400.0,3374.0,other,other
30785_2022-11-15,2.0,pt,28785.0,29974.0,1189.0,other,home
30785_2022-11-15,3.0,pt,37300.0,38427.0,1127.0,home,other
30785_2022-11-15,4.0,pt,38791.0,42263.0,3472.0,other,home
30785_2022-11-15,5.0,mpt,64143.0,65156.0,1013.0,home,leisure
30785_2022-11-15,6.0,mpt,70037.0,70870.0,833.0,leisure,home
30339_2022-12-27,0.0,bike,43835.0,50124.0,6289.0,home,leisure
30339_2022-12-27,1.0,walk,51550.0,51633.0,83.0,leisure,other
30339_2022-12-27,2.0,walk,52200.0,52598.0,398.0,other,leisure
30339_2022-12-27,3.0,bike,55447.0,55659.0,212.0,leisure,home
30543_2022-10-07,0.0,pt,55408.0,57673.0,2265.0,home,other
30543_2022-10-07,1.0,pt,58413.0,64529.0,6116.0,other,shop
30543_2022-10-07,2.0,pt,65016.0,66960.0,1944.0,shop,home
30385_2022-09-20,0.0,mpt,19120.0,21163.0,2043.0,home,work
30385_2022-09-20,1.0,walk,43476.0,43637.0,161.0,work,education
30385_2022-09-20,2.0,mpt,52535.0,54545.0,2010.0,education,home
30688_2022-12-16,0.0,walk,39982.0,40462.0,480.0,home,home
30688_2022-12-16,1.0,walk,40887.0,40946.0,59.0,home,home
30377_2022-11-15,0.0,pt,24307.0,25484.0,1177.0,home,work
30377_2022-11-15,1.0,pt,57435.0,58421.0,986.0,work,home
31163_2022-10-14,0.0,mpt,20814.0,21390.0,576.0,home,other
31163_2022-10-14,1.0,mpt,22565.0,22995.0,430.0,other,home
31163_2022-10-14,2.0,walk,54238.0,54801.0,563.0,home,home
31163_2022-10-14,3.0,mpt,62289.0,63655.0,1366.0,home,leisure
31163_2022-10-14,4.0,walk,65129.0,65776.0,647.0,leisure,leisure
31163_2022-10-14,5.0,walk,66773.0,67425.0,652.0,leisure,leisure
31163_2022-10-14,6.0,walk,68016.0,68074.0,58.0,leisure,leisure
31163_2022-10-14,7.0,mpt,74200.0,75421.0,1221.0,leisure,home
30769_2022-11-07,0.0,mpt,24048.0,24676.0,628.0,home,education
30769_2022-11-07,1.0,mpt,27723.0,32177.0,4454.0,education,education
30769_2022-11-07,2.0,mpt,36640.0,36880.0,240.0,education,shop
30769_2022-11-07,3.0,mpt,40279.0,40487.0,208.0,shop,education
30769_2022-11-07,4.0,mpt,47447.0,50714.0,3267.0,education,home
30769_2022-11-07,5.0,mpt,56674.0,57248.0,574.0,home,other
30769_2022-11-07,6.0,mpt,60067.0,60527.0,460.0,other,leisure
30769_2022-11-07,7.0,mpt,62508.0,62991.0,483.0,leisure,shop
30769_2022-11-07,8.0,mpt,65043.0,65389.0,346.0,shop,home
30750_2022-11-01,0.0,mpt,24437.0,25643.0,1206.0,home,work
30750_2022-11-01,1.0,mpt,33509.0,34624.0,1115.0,work,home
30235_2022-11-16,0.0,walk,19104.0,20661.0,1557.0,home,home
30235_2022-11-16,1.0,mpt,22052.0,22384.0,332.0,home,home
30235_2022-11-16,2.0,walk,37873.0,39710.0,1837.0,home,home
30235_2022-11-16,3.0,walk,60544.0,61807.0,1263.0,home,home
31119_2023-01-14,0.0,mpt,26736.0,28142.0,1406.0,home,education
31119_2023-01-14,1.0,mpt,28965.0,33069.0,4104.0,education,leisure
31119_2023-01-14,2.0,walk,35104.0,36799.0,1695.0,leisure,shop
31119_2023-01-14,3.0,walk,37372.0,38122.0,750.0,shop,home
31119_2023-01-14,4.0,mpt,51746.0,52466.0,720.0,home,home
31119_2023-01-14,5.0,mpt,69739.0,70345.0,606.0,home,leisure
31119_2023-01-14,6.0,mpt,74610.0,75121.0,511.0,leisure,home
30385_2022-08-31,0.0,pt,15859.0,16282.0,423.0,home,other
30385_2022-08-31,1.0,pt,18394.0,22543.0,4149.0,other,education
30385_2022-08-31,2.0,walk,33303.0,33424.0,121.0,education,education
30385_2022-08-31,3.0,walk,49085.0,49306.0,221.0,education,education
30385_2022-08-31,4.0,pt,52919.0,59714.0,6795.0,education,home
30385_2022-09-25,0.0,other,43396.0,46700.0,3304.0,home,home
30140_2022-11-29,0.0,walk,23125.0,25318.0,2193.0,home,home
30140_2022-11-29,1.0,walk,61931.0,64141.0,2210.0,home,home
30140_2022-11-29,2.0,other,70836.0,71864.0,1028.0,home,home
30190_2022-09-16,0.0,mpt,52553.0,53529.0,976.0,home,leisure
30190_2022-09-16,1.0,mpt,54824.0,55143.0,319.0,leisure,shop
30190_2022-09-16,2.0,mpt,57185.0,58258.0,1073.0,shop,home
30945_2022-11-21,0.0,walk,24615.0,25258.0,643.0,home,leisure
30945_2022-11-21,1.0,walk,25612.0,26629.0,1017.0,leisure,home
30945_2022-11-21,2.0,mpt,31339.0,31953.0,614.0,home,work
30945_2022-11-21,3.0,mpt,39010.0,39765.0,755.0,work,home
30945_2022-11-21,4.0,mpt,58318.0,58859.0,541.0,home,other
30945_2022-11-21,5.0,mpt,62401.0,63251.0,850.0,other,other
30945_2022-11-21,6.0,mpt,63586.0,63902.0,316.0,other,home
31260_2022-11-23,0.0,walk,42339.0,42995.0,656.0,home,leisure
31260_2022-11-23,1.0,walk,45756.0,45996.0,240.0,leisure,home
31116_2022-10-06,0.0,pt,15434.0,17242.0,1808.0,home,work
31116_2022-10-06,1.0,walk,39789.0,39965.0,176.0,work,education
31116_2022-10-06,2.0,pt,56289.0,58471.0,2182.0,education,home
30246_2022-08-11,0.0,bike,21121.0,22192.0,1071.0,home,education
30246_2022-08-11,1.0,walk,38754.0,39203.0,449.0,education,education
30246_2022-08-11,2.0,bike,59254.0,60134.0,880.0,education,shop
30246_2022-08-11,3.0,bike,60526.0,60837.0,311.0,shop,home
30246_2022-08-11,4.0,walk,63838.0,68490.0,4652.0,home,home
30948_2023-01-03,0.0,mpt,22411.0,23166.0,755.0,home,education
30948_2023-01-03,1.0,walk,34010.0,34263.0,253.0,education,education
